Lp.;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo
17387;KOMBATANTÓW 1E/18;80-464;GDAŃSK;bd
17388;DWORCOWA 66/82;10-437;OLSZTYN;bd
17389;JAWORZNIA 155;26-065;JAWORZNIA;bd
17390;BIAŁOKURY 17;78-123;SIEMYŚL;bd
17391;BIAŁOKURY 17;78-123;SIEMYŚL;bd
17392;WYSOCZANY 17/2;38-542;WYSOCZANY;bd
17393;PIRENEJSKA 8/5;50-574;WROCŁAW;bd
17394;LEŚNA 2A/6;81-876;SOPOT;bd
17395;WANDY RUTKIEWICZ 12/14;50-571;WROCŁAW;bd
17396;STARA POCZTA 3;47-100;KALINOWICE;bd
17397;BAJERZE 58;86-253;KIJEWO KRÓLEWSKIE;bd
17398;STRZEGOMSKA 16A;58-130;ŁAŻANY;bd
17399;SZKOLNA 3/3;58-130;ŻARÓW;bd
17400;JARZĘBINOWA 14A/33;15-794;BIAŁYSTOK;bd
17401;MICHAŁÓWKA 116;22-175;DOROHUSK-OSADA;bd
17402;MICHAŁÓWKA 116;22-175;DOROHUSK-OSADA;bd
17403;RUDKA 2;22-300;KRASNYSTAW;bd
17404;OS. BRATKOWICE 21/1;99-400;ŁOWICZ;bd
17405;SPÓŁDZIELCÓW 5/17;62-700;TUREK;bd
17406;WSCHODNIA 17;22-170;REJOWIEC FABRYCZNY;bd
17407;FRANCISZKA RAKOCZEGO 23C/301;80-288;GDAŃSK;bd
17408;LEOPOLDA OKULICKIEGO 33/2;72-010;POLICE;bd
17409;FRANCISZKA RAKOCZEGO 23C/301;80-288;GDAŃSK;bd
17410;IGNACEGO KRASICKIEGO 10;62-020;SWARZĘDZ;bd
17411;SPORTOWA 12/29;35-111;RZESZÓW;bd
17412;PAWIA 33/52;59-300;LUBIN;bd
17413;BUDZIESZEWICE 5;72-122;BUDZIESZEWICE;bd
17414;ORLA 49/69;75-727;KOSZALIN;bd
17415;PUCKA 8A/12;80-392;GDAŃSK;bd
17416;POHULANKA 4/4;80-807;GDAŃSK;bd
17417;POHULANKA 4/4;80-807;GDAŃSK;bd
17418;TADEUSZA KOŚCIUSZKI 145/24;37-600;LUBACZÓW;bd
17419;ŻUKÓW 37;28-131;SOLEC-ZDRÓJ;bd
17420;ANNY JAGIELLONKI 22/2;80-034;GDAŃSK;bd
17421;SŁONECZNA POLANA 27;14-140;WINIEC;bd
17422;BOGUMIŃSKA 30;44-353;OLZA;bd
17423;OSIEDLE WICHROWE WZGÓRZE 17/43;61-676;POZNAŃ;bd
17424;MIESZKA I 22/20;63-800;GOSTYŃ;bd
17425;LIPOWA 10/53;20-024;LUBLIN;bd
17426;10-GO LUTEGO 6;84-100;PUCK;bd
17427;SPISKA 8/16;02-302;WARSZAWA;bd
17428;BEMA 5/5;32-600;OŚWIĘCIM;bd
17429;HENRYKA WOLIŃSKIEGO 33/6;20-491;LUBLIN;bd
17430;RYNEK 15;43-430;SKOCZÓW;bd
17431;PAWŁOWSKA 20;47-491;ŻERDZINY;bd
17432;BUDY LEŚNE 4;17-230;BIAŁOWIEŻA;bd
17433;TUWIMA 41/13;41-250;CZELADŹ;bd
17434;STAWOWA 8;48-130;WOJNOWICE;bd
17435;STAWOWA 8;48-130;WOJNOWICE;bd
17436;POROŻE 47;62-709;POROŻE;bd
17437;GÓRECZKI 8/5;63-720;GÓRECZKI;bd
17438;KOŚCIELNA 9;16-060;ZABŁUDÓW;bd
17439;KOZŁOWO 51;09-209;KOZŁOWO;bd
17440;WITOLDA PILECKIEGO 81;26-300;OPOCZNO;bd
17441;WIEJSKA 35;87-300;BRODNICA;bd
17442;STANISŁAWA MONIUSZKI 16/14;11-400;KĘTRZYN;bd
17443;BLASZANA 2/60;03-703;WARSZAWA;bd
17444;ZAGUMNIE 83;33-100;TARNÓW;bd
17445;WSCHODNIA 4;83-020;TRUTNOWY;bd
17446;WSCHODNIA 4;83-020;TRUTNOWY;bd
17447;TRAWNIKI 249;21-044;TRAWNIKI;bd
17448;KSIEDZA ZYGMUNTA SAJNY 2C/7;05-530;GÓRA KALWARIA;bd
17449;KUKUŁCZA 24A;51-418;WROCŁAW;bd
17450;SAMSONOWICZA 37/60;20-485;LUBLIN;bd
17451;BOLESŁAWA ŚMIAŁEGO 40/3;70-351;SZCZECIN;bd
17452;ZABRZAŃSKA 118/3;41-905;BYTOM;bd
17453;KONIAKOWSKA 724;34-383;KAMESZNICA;bd
17454;1-GO MAJA 322/9;41-710;RUDA ŚLĄSKA;bd
17455;SZKOLNA 7/6;64-000;TUREW;bd
17456;MARSZAŁKA JÓZEFA PIŁSUDSKIEGO 9/5;42-600;TARNOWSKIE GÓRY;bd
17457;JABŁONICA 2;28-225;SZYDŁÓW;bd
17458;STANISŁAWA MIKOŁAJCZYKA 21/83;03-984;WARSZAWA;bd
17459;PLAC ŚWIĘTEGO JÓZEFA 13;33-206;LUSZOWICE;bd
17460;ŚWIĘTE 48A;55-300;ŚWIĘTE;bd
17461;KAZIMIERZA WIELKIEGO 16;38-200;JASŁO;bd
17462;DRZENIÓW 32;68-300;DRZENIÓW;bd
17463;PIONIERÓW 139;47-330;ZDZIESZOWICE;bd
17464;ŚMIECHOWICE 26;49-313;ŚMIECHOWICE;bd
17465;ŚMIECHOWICE 26;49-313;ŚMIECHOWICE;bd
17466;ODRZAŃSKA 4/41;45-644;OPOLE;bd
17467;HUGONA KOŁŁĄTAJA 36/16;24-100;PUŁAWY;bd
17468;JESIONOWA 19/3;43-300;BIELSKO-BIAŁA;bd
17469;ŻEROMSKIEGO 140;26-110;MAJKÓW;bd
17470;LEŚNA 5/16;13-200;DZIAŁDOWO;bd
17471;NOWY ŚWIAT 13;62-704;NOWY ŚWIAT;bd
17472;KAROLA MARCINKOWSKIEGO 5/1;64-800;CHODZIEŻ;bd
17473;STACJA 13;22-170;KANIE;bd
17474;CENTRALNA 13;86-005;BIAŁE BŁOTA;bd
17475;CENTRALNA 13;86-005;BIAŁE BŁOTA;bd
17476;OBROŃCÓW POCZTY GDAŃSKIEJ 4/54;42-218;CZĘSTOCHOWA;bd
17477;JANA KOCHANOWSKIEGO 26/5;26-900;KOZIENICE;bd
17478;RZECZNA 23;39-300;MIELEC;bd
17479;PIŁSUDSKIEGO 12A/4;72-010;POLICE;bd
17480;JACOWLANY 32C;16-124;JACOWLANY;bd
17481;OS. MIKOŁAJA KOPERNIKA 23/57;83-200;STAROGARD GDAŃSKI;bd
17482;ADAMA MICKIEWICZA 6;22-170;REJOWIEC FABRYCZNY;bd
17483;BITWY O WAŁ POMORSKI 2/11;33-100;TARNÓW;bd
17484;JÓZEFA KRASZEWSKIEGO 32/69;81-815;SOPOT;bd
17485;POWSTAŃCÓW ŚLĄSKICH 107/29;53-332;WROCŁAW;bd
17486;PSARY 18;26-900;KOZIENICE;bd
17487;AL. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO 44/64;26-110;SKARŻYSKO-KAMIENNA;bd
17488;BOLESŁAWA KRUPIŃSKIEGO 7/67;41-907;BYTOM;bd
17489;ŚWIĘTOJAŃSKA 86/4;81-388;GDYNIA;bd
17490;KRASICKIEGO 42/3;81-377;GDYNIA;bd
17491;KAPELANKA 60/302;30-347;KRAKÓW;bd
17492;KRASICKIEGO 42/7;81-377;GDYNIA;bd
17493;GRUNWALDZKA 68/62;72-600;ŚWINOUJŚCIE;bd
17494;SZAFLARSKA 142/92;34-400;NOWY TARG;bd
17495;KADETÓW 9/9;58-506;JELENIA GÓRA;bd
17496;KIEŁPIŃSKA 3/83;01-707;WARSZAWA;bd
17497;KOŚCIUSZKI 109/14;43-173;ŁAZISKA GÓRNE;bd
17498;ZBĘDOWICE 30;24-120;ZBĘDOWICE;bd
17499;POLNA 27;66-450;BOGDANIEC;bd
17500;LUBELSKA 90;24-173;MARKUSZÓW;bd
17501;LUBELSKA 90;24-173;MARKUSZÓW;bd
17502;JANA BROŻKA 24/64;30-405;KRAKÓW;bd
17503;KRAŃCOWA 16;24-173;MARKUSZÓW;bd
17504;KRAŃCOWA 16;24-173;MARKUSZÓW;bd
17505;PUŁASKIEGO 8/6;86-300;GRUDZIĄDZ;bd
17506;FABRYCZNA 11/15;98-400;WIERUSZÓW;bd
17507;TOMASZA NOCZNICKIEGO 40/4;71-642;SZCZECIN;bd
17508;POŁUDNIOWA 48;42-262;POCZESNA;bd
17509;INWESTORÓW 3A/9;39-300;MIELEC;bd
17510;KAZIMIERZA WIELKIEGO 15B/7;73-110;STARGARD;bd
17511;STANISŁAWA DUBOIS 86/1;80-419;GDAŃSK;bd
17512;PODCZACHY 34;99-300;KUTNO;bd
17513;SIENKIEWICZA 66;21-550;TERESPOL;bd
17514;1 MAJA 9/51;74-100;GRYFINO;bd
17515;BOLESŁAWA CHROBREGO 57;88-100;INOWROCŁAW;bd
17516;RADWANKI 34/A;64-832;RADWANKI;bd
17517;RADWANKI 34/A;64-832;RADWANKI;bd
17518;KAZIMIERZA WIELKIEGO 5/6;81-780;SOPOT;bd
17519;NOWA WIEŚ 28;26-900;NOWA WIEŚ;bd
17520;ZABOROWO 62;87-320;GÓRZNO;bd
17521;BYDGOSKICH OLIMPIJCZYKÓW 6C/10;85-796;BYDGOSZCZ;bd
17522;KUBSZA 13;44-300;WODZISŁAW ŚLĄSKI;bd
17523;CHROPACZÓWKA 59;43-600;JAWORZNO;bd
17524;OKÓLNA 12;13-200;DZIAŁDOWO;bd
17525;RZGOWSKA 54/56/22;93-172;ŁÓDŹ;bd
17526;NIERADA 162;42-300;MYSZKÓW;bd
17527;SZKOLNA 368/1;42-289;WOŹNIKI;bd
17528;TURZA WIELKA 75;06-545;TURZA WIELKA;bd
17529;KAMPINOSKA 16C/30;80-180;GDAŃSK;bd
17530;CHOBANIN 67;98-400;CHOBANIN;bd
17531;AZORY OS KOLEJOWE 1/1;99-300;KUTNO;bd
17532;JANA KOCHANOWSKIEGO 8-10/5;81-850;SOPOT;bd
17533;KARLIKOWSKA 3;83-330;ŻUKOWO;bd
17534;POLNA 3A/A;52-116;IWINY;bd
17535;ZAMOJSKIEGO 2;37-410;ULANÓW;bd
17536;SZARYCH SZEREGÓW 5/3;32-065;KRZESZOWICE;bd
17537;DĘBOSTRÓW 44;72-015;DĘBOSTRÓW;bd
17538;PRZYKOP 29;87-300;BRODNICA;bd
17539;MARCZYŃSKIEGO 4/28;31-231;KRAKÓW;bd
17540;PCK 8;87-300;BRODNICA;bd
17541;WIEJSKA 21;44-352;CZYŻOWICE;bd
17542;BRZEZINY 8A;33-300;NOWY SĄCZ;bd
17543;PLAC ZWYCIĘSTWA 6;72-300;GRYFICE;bd
17544;SZEWSKA 22/8;86-300;GRUDZIĄDZ;bd
17545;PODESIE 59;32-300;PODLESIE;bd
17546;PODESIE 59;32-300;PODLESIE;bd
17547;WIĘCKOWSKIEGO 7/40;80-809;GDAŃSK;bd
17548;KORNELA MAKUSZYŃSKIEGO 1/23;75-442;KOSZALIN;bd
17549;JÓZEFA PIŁSUDSKIEGO 52/28;42-400;ZAWIERCIE;bd
17550;WIELKOPOLSKA 29/10A;70-451;SZCZECIN;bd
17551;PARTYZANTÓW 7/33;32-800;BRZESKO;bd
17552;JULIUSZA KOSSAKA 15/5;48-303;NYSA;bd
17553;DĄBROWSKIEGO 1/14;84-230;RUMIA;bd
17554;JAGIELLOŃSKA 47F/10;03-301;WARSZAWA;bd
17555;WIELKOWIEJSKA 70;27-215;WĄCHOCK;bd
17556;CHRUSTOWO 41;64-850;CHRUSTOWO;bd
17557;WYTRZĘSÓW 21;44-362;ROGÓW;bd
17558;WYTRZĘSÓW 21;44-362;ROGÓW;bd
17559;ŻORSKA 93A/11;43-100;TYCHY;bd
17560;WÓLKA CZUŁCZYCKA 28;22-106;WÓLKA CZUŁCZYCKA;bd
17561;DZIAŁDOWSKA 15/4;13-230;LIDZBARK;bd
17562;WŁADYSŁAWA JURGO 3A/8;83-110;TCZEW;bd
17563;GENERAŁA KLEEBERGA 9/152;88-100;INOWROCŁAW;bd
17564;BRONIEWSKIEGO 15/3;59-900;ZGORZELEC;bd
17565;STRZELCÓW OLKUSKICH 2/18;32-300;OLKUSZ;bd
17566;IGNACEGO KRASICKIEGO 7A/1;80-515;GDAŃSK;bd
17567;MICHAŁA WOŁODYJOWSKIEGO 13;95-070;ALEKSANDRÓW ŁÓDZKI;bd
17568;MALTAŃSKA 8/9;02-761;WARSZAWA;bd
17569;KWIATOWA 15;97-545;PACIORKOWIZNA;bd
17570;RYNEK 14;24-350;CHODEL;bd
17571;ROLNA 8;23-450;GORAJ;bd
17572;DWORCOWA 16/1;80-026;GDAŃSK;bd
17573;OKSYWSKA 9B/6;80-512;GDAŃSK;bd
17574;BERKA JOSELEWICZA 14;32-800;BRZESKO;bd
17575;CHOPINA 52/11;78-600;WAŁCZ;bd
17576;KRAKOWSKA 124A;94-214;ŁÓDŹ;bd
17577;LIPINY 17;64-830;LIPINY;bd
17578;BIAŁOSTOCZEK 11/52;15-869;BIAŁYSTOK;bd
17579;KOWALA 55;26-624;KOWALA-STĘPOCINA;bd
17580;ŻELISZÓW 1;59-700;ŻELISZÓW;bd
17581;WALENTYNÓW 4;23-110;KRZCZONÓW;bd
17582;TADEUSZA KOTARBIŃSKIEGO 4/9;85-794;BYDGOSZCZ;bd
17583;GODLEWSKIEGO 5/43;39-300;MIELEC;bd
17584;ZAMENHOFA 85/7;64-100;LESZNO;bd
17585;FABRYCZNA 5;63-800;GOSTYŃ;bd
17586;WŁADYSŁAWA REYMONTA 12/6;64-800;CHODZIEŻ;bd
17587;GUSTAWA MORCINKA 2C/38;41-400;MYSŁOWICE;bd
17588;KOSTRZYNA 1A;42-141;KOSTRZYNA;bd
17589;SŁONECZNA 4/10;82-300;ELBLĄG;bd
17590;MŁAWSKA 57;09-300;ŻUROMIN;bd
17591;22 STYCZNIA 12/3;86-200;CHEŁMNO;bd
17592;BOISKO 33/74;81-183;GDYNIA;bd
17593;PAKOSKA 10/6;88-100;INOWROCŁAW;bd
17594;KARNKOWSKIE RUMUNKI 24;87-600;KARNKOWSKIE RUMUNKI;bd
17595;MICHAŁKI 10A;87-335;MICHAŁKI;bd
17596;MAHATMY GANDHIEGO 16/44;91-015;ŁÓDŹ;bd
17597;PIOTRA STACHIEWICZA 35/149;31-328;KRAKÓW;bd
17598;ZEGRZYŃSKA 89/23;05-119;LEGIONOWO;bd
17599;PLAC LUDWIKA WARYŃSKIEGO 8/5;60-579;POZNAŃ;bd
17600;PARCELOWA 3/4;21-040;ŚWIDNIK;bd
17601;RYBITWY 14A/2;88-170;RYBITWY;bd
17602;RYBITWY 14A/2;88-170;RYBITWY;bd
17603;RYBITWY 14A/2;88-170;RYBITWY;bd
17604;RYBITWY 2A;88-170;RYBITWY;bd
17605;LIPIA GÓRA 73;64-820;LIPIA GÓRA;bd
17606;GRÓJECKA 28/30/64;02-308;WARSZAWA;bd
17607;DWORCOWA 17/7;86-200;CHEŁMNO;bd
17608;SMOCZA 38/6;70-731;SZCZECIN;bd
17609;PADEREWSKIEGO 5/4;62-300;WRZEŚNIA;bd
17610;KRÓLEWSKA 46;22-600;TOMASZÓW LUBELSKI;bd
17611;JESIONOWA 131;34-383;KAMESZNICA;bd
17612;ARMII KRAJOWEJ 22/19;98-200;SIERADZ;bd
17613;GRUNWALDZKA 214/6;43-600;JAWORZNO;bd
17614;AL. GRUNWALDZKA 69/6;80-241;GDAŃSK;bd
17615;IM. BRZEZIŃSKIEGO 8;83-334;MIECHUCIŃSKIE CHRÓSTY;bd
17616;GOŚCIŃCZYK 9/42;24-100;PUŁAWY;bd
17617;PIONIERÓW 54;47-330;ZDZIESZOWICE;bd
17618;KOSMICZNA 13/13;59-220;LEGNICA;bd
17619;POWSTAŃCÓW WIELKOPOLSKICH 5/37;91-039;ŁÓDŹ;bd
17620;OSIEDLE KOPERNIKA 37/68;83-200;STAROGARD GDAŃSKI;bd
17621;BIECHÓW 63;28-133;BIECHÓW;bd
17622;TKACZY 8A;01-346;WARSZAWA;bd
17623;DWORCOWA 51/19;10-437;OLSZTYN;bd
17624;SĄGOLE 16;08-330;SĄGOLE;bd
17625;SMOLEŃSKIEGO 3;05-300;MIŃSK MAZOWIECKI;bd
17626;JABŁONIOWA 9/6;83-330;ŻUKOWO;bd
17627;WOJSKA POLSKIEGO 3/3;24-100;PUŁAWY;bd
17628;KLONOWA 36;32-800;JASIEŃ;bd
17629;KLONOWA 36;32-800;JASIEŃ;bd
17630;PLAC WOJSKA POLSKIEGO 11/95;41-902;BYTOM;bd
17631;ORZESZKOWEJ 22;99-300;KUTNO;bd
17632;STASZICA 11B/9;62-200;GNIEZNO;bd
17633;ZŁOTLINY 4;34-300;LEŚNA;bd
17634;DŁUGA 6;43-188;ORZESZE;bd
17635;OLSZTYŃSKA 29/58;26-600;RADOM;bd
17636;LETNISKOWA 15;11-036;SIŁA;bd
17637;JACKA MALCZEWSKIEGO 108/15;80-107;GDAŃSK;bd
17638;PLISZCZYN 49;20-258;PLISZCZYN;bd
17639;SIKORZYN 20/4;63-800;SIKORZYN;bd
17640;PŁUTOWO 12/1;86-253;KIJEWO KRÓLEWSKIE;bd
17641;PRYMASA STEFANA WYSZYŃSKIEGO 13/26;18-300;ZAMBRÓW;bd
17642;PLAC PRZYSTANEK 4/20;30-546;KRAKÓW;bd
17643;WYRSKA 6C/18;43-173;ŁAZISKA GÓRNE;bd
17644;KUJAWSKA 15/57;84-230;RUMIA;bd
17645;GŁÓWNA 15;42-622;ŚWIERKLANIEC;bd
17646;ODROWĄŻÓW 89/19;44-103;GLIWICE;bd
17647;SZKOLNA 30;42-200;CZĘSTOCHOWA;bd
17648;MICKIEWICZA 5/17A;87-300;BRODNICA;bd
17649;WARSZAWSKA 33A/20;44-102;GLIWICE;bd
17650;ŁEKI KOŚCIELNE 47;99-314;KRZYŻANÓW;bd
17651;PYSKOWICKA 3;44-120;BYCINA;bd
17652;PYSKOWICKA 3;44-120;BYCINA;bd
17653;LUDOMIRA RÓŻYCKIEGO 5/18;31-324;KRAKÓW;bd
17654;KOŚCIELEC 82;88-170;KOŚCIELEC;bd
17655;KOŚCIELEC 82;88-170;KOŚCIELEC;bd
17656;KOŚCIELEC 82;88-170;KOŚCIELEC;bd
17657;LWOWSKA 37/3;27-600;SANDOMIERZ;bd
17658;WOLNOŚCI 13/8;42-200;CZĘSTOCHOWA;bd
17659;SŁONECZNA 20;43-173;ŁAZISKA GÓRNE;bd
17660;8 MAJA 22/35;27-200;STARACHOWICE;bd
17661;WIEJSKA 18;84-106;DOMATOWO;bd
17662;OKRĘŻNA 36;48-130;WOJNOWICE;bd
17663;OKRĘŻNA 36;48-130;WOJNOWICE;bd
17664;3 MAJA 36-38;93-408;ŁÓDŹ;bd
17665;PSZOWSKA 559/10;44-370;PSZÓW;bd
17666;WESOŁA 14;05-320;MROZY;bd
17667;WESOŁA 14;05-320;MROZY;bd
17668;PIASTOWSKA 24/11;49-300;BRZEG;bd
17669;PASTELOWA 14/9;80-180;GDAŃSK;bd
17670;MORCINKA 8/10/109;93-217;ŁÓDŹ;bd
17671;TABOROWA 1A;70-833;SZCZECIN;bd
17672;LUBELSKA 62;24-173;MARKUSZÓW;bd
17673;LUBELSKA 79/13;21-100;LUBARTÓW;bd
17674;SŁOTWINY 142;24-310;KARCZMISKA PIERWSZE;bd
17675;RÓŻYCKIEGO 2/45;62-510;KONIN;bd
17676;PUSTKI 19;89-651;PUSTKI;bd
17677;ISTEBNA 1173;43-470;ISTEBNA;bd
17678;ISTEBNA 1173;43-470;ISTEBNA;bd
17679;HONIATYN 10;22-540;DOŁHOBYCZÓW;bd
17680;IGNACEGO 5/1;62-025;KOSTRZYN;bd
17681;LELEWELA 8/6;16-100;SOKÓŁKA;bd
17682;ŁĘCZYSK 84;07-409;OSTROŁĘKA;bd
17683;SPÓŁDZIELCZA 19A/6;44-102;GLIWICE;bd
17684;SPÓŁDZIELCZA 33;44-100;GLIWICE;bd
17685;SPÓŁDZIELCZA 19A/5;44-102;GLIWICE;bd
17686;SPÓŁDZIELCZA 33;44-100;GLIWICE;bd
17687;ELIZY ORZESZKOWEJ 5/10;39-400;TARNOBRZEG;bd
17688;LECHNICKA 2/9;49-300;BRZEG;bd
17689;CHARBIELIN 28/1;48-340;CHARBIELIN;bd
17690;GÓRKI 45;28-160;GÓRKI;bd
17691;HAMERNICKA 10/54;26-900;KOZIENICE;bd
17692;MORELOWA 10;84-240;REDA;bd
17693;AL. POKOJU 10/28 31-548/KRAKÓW;31-548;KRAKÓW;bd
17694;ŚWIĘTOPEŁKA 5/3;89-620;CHOJNICE;bd
17695;NOWY DWÓR 7;64-820;NOWY DWÓR;bd
17696;MARII CURIE -SKŁODOWSKIEJ 35/64;85-733;BYDGOSZCZ;bd
17697;FRYDERYKA CHOPINA 5;87-300;BRODNICA;bd
17698;MIKOŁAJA KOPERNIKA 3/8;81-424;GDYNIA;bd
17699;WOJSKA POLSKIEGO 75A/50;86-105;ŚWIECIE;bd
17700;BARTOSZA GŁOWACKIEGO 47/128A;85-717;BYDGOSZCZ;bd
17701;SMÓLSKO DUŻE 76B;23-400;SMÓLSKO DUŻE;bd
17702;SMÓLSKO DUŻE 76B;23-400;SMÓLSKO DUŻE;bd
17703;AUGUSTYNA ŚWIDRA 7/10;41-500;CHORZÓW;bd
17704;WACŁAWA JAWOSZKA 5/35;21-010;ŁĘCZNA;bd
17705;ŁĘCZYCKA 9A/2;53-632;WROCŁAW;bd
17706;ZAJAZDOWA 48;32-600;OŚWIĘCIM;bd
17707;OGRODOWA 6;24-173;MARKUSZÓW;bd
17708;ŻEROMSKIEGO 86/1;64-920;PIŁA;bd
17709;SZAFIROWA 15/34;20-573;LUBLIN;bd
17710;ALEJA GRUNWALDZKA 92/98/61;80-244;GDAŃSK;bd
17711;MŁYŃSKA 53D;88-100;INOWROCŁAW;bd
17712;MŁYŃSKA 53D/33;88-100;INOWROCŁAW;bd
17713;MŁYŃSKA 53D/33;88-100;INOWROCŁAW;bd
17714;MŁYŃSKA 53D/33;88-100;INOWROCŁAW;bd
17715;OKÓLNA 3/68;30-669;KRAKÓW;bd
17716;BIEDRZYCHÓW 39;27-530;BIEDRZYCHÓW;bd
17717;ALEJE JANA PAWŁA II 17/2;64-100;LESZNO;bd
17718;FRETA 48/8;00-227;WARSZAWA;bd
17719;KARTUSKA 42;83-332;DZIERŻĄŻNO;bd
17720;CZERNIAWY 54;24-120;KAZIMIERZ DOLNY;bd
17721;ARMII POLSKIEJ 23/3;76-004;SIANÓW;bd
17722;WITA STWOSZA 23A/35;80-312;GDAŃSK;bd
17723;ARTURA GROTTGERA 12/3;80-319;GDAŃSK;bd
17724;FRYDERYKA CHOPINA 7/61;62-510;KONIN;bd
17725;KAROLA MIARKI 9/6;50-306;WROCŁAW;bd
17726;KS. SZCZEPANA REMBOWSKIEGO 28/24;95-100;ZGIERZ;bd
17727;OSTRZYCA 61;72-200;OSTRZYCA;bd
17728;BOLESŁAWA KRZYWOUSTEGO 19D/13;80-360;GDAŃSK;bd
17729;BOLESŁAWA KRZYWOUSTEGO 19D/13;80-360;GDAŃSK;bd
17730;ŚW. BONIFACEGO 71/107;02-936;WARSZAWA;bd
17731;GÓRNA 2;32-310;RODAKI;bd
17732;OS. TYSIĄCLECIA 61/11;31-610;KRAKÓW;bd
17733;ZAMKOWA 15/13A;58-130;ŻARÓW;bd
17734;OS.DYWIZJONU 303 9/5;31-871;KRAKÓW;bd
17735;KAZIMIERZA TETMAJERA 60;81-406;GDYNIA;bd
17736;POPOWICKA 55/7;54-236;WROCŁAW;bd
17737;KRZYWA 2/10;44-100;GLIWICE;bd
17738;JANA MATEJKI 39/12;41-902;BYTOM;bd
17739;ZALESIE 8;08-500;RYKI;bd
17740;RADKA 4/30;91-140;ŁÓDŹ;bd
17741;ZABRZAŃSKA 12/12;41-907;BYTOM;bd
17742;RAPACKIEGO 20/1;72-300;GRYFICE;bd
17743;KOCHANOWSKIEGO 4/7;43-190;MIKOŁÓW;bd
17744;LEŚNA 27;32-310;KRZYWOPŁOTY;bd
17745;LEŚNA 27;32-310;KRZYWOPŁOTY;bd
17746;KRÓTKA 2;05-152;KAZUŃ-BIELANY;bd
17747;SOSNOWA 16;83-330;BORKOWO;bd
17748;ŚWIERŻE GÓRNE 13/50;26-900;KOZIENICE;bd
17749;MIKOŁAJA KOPERNIKA 4/63;26-900;KOZIENICE;bd
17750;NASIŁÓW 23;24-123;NASIŁÓW;bd
17751;GRUNWALDZKA 3/1;41-600;ŚWIĘTOCHŁOWICE;bd
17752;BIAŁKA PSO 9/10;22-300;BIAŁKA;bd
17753;REFORMACKA 29;22-100;CHEŁM;bd
17754;LEŚNA 29/16;24-100;PUŁAWY;bd
17755;KARPIŃSKIEGO 1B/18;24-100;PUŁAWY;bd
17756;ROMANTYCZNA 10/21;20-533;LUBLIN;bd
17757;WINCENTEGO WAJDY 4/62;40-175;KATOWICE;bd
17758;ALEJA SOLIDARNOŚCI 84/49;01-003;WARSZAWA;bd
17759;KOŚCIELNA 90;42-504;DĄBIE;bd
17760;SŁONECZNA 13;05-300;JANÓW;bd
17761;SŁONECZNA 13;05-300;JANÓW;bd
17762;SŁONECZNA 13;05-300;JANÓW;bd
17763;ŚWIĘTEJ KATARZYNY 93;34-350;CIĘCINA;bd
17764;RYNEK 5;48-133;NOWA CEREKWIA;bd
17765;NAUCZYCIELSKA 4/18;81-614;GDYNIA;bd
17766;SORBIN 71;26-120;BLIŻYN;bd
17767;SIERADZA 194;33-240;SIERADZA;bd
17768;FRANCISZKA WILCZYŃSKIEGO 21/26;21-400;ŁUKÓW;bd
17769;WOLA MIELECKA 643 A;39-300;WOLA MIELECKA;bd
17770;ROMANA SZCZAWIŃSKIEGO 4/38;26-605;RADOM;bd
17771;RTM. WITOLDA PILECKIEGO 4/15;10-693;OLSZTYN;bd
17772;POWSTANIA ŚLĄSKIEGO 3A/3;81-462;GDYNIA;bd
17773;JAROCKA 76A/36;10-900;OLSZTYN;bd
17774;PROMIENISTA 101/103/27;60-141;POZNAŃ;bd
17775;ŻEROMSKIEGO 20/58;22-200;WŁODAWA;bd
17776;KOLOROWA 7/13;02-495;WARSZAWA;bd
17777;OS. PRZYJAŹNI 7/106;61-684;POZNAŃ;bd
17778;11 LISTOPADA 5C/3;22-200;WŁODAWA;bd
17779;1 MAJA 49/2;13-100;NIDZICA;bd
17780;11 LISTOPADA 12/10;43-600;JAWORZNO;bd
17781;MIODOWA 3/15;44-335;JASTRZĘBIE-ZDRÓJ;bd
17782;KOSZTOWSKA 160;41-409;MYSŁOWICE;bd
17783;WIĘCKOWICE 140;32-830;WIĘCKOWICE;bd
17784;ALEJA MARSZ. JÓZEFA PIŁSUDSKIEGO 56/54;43-600;JAWORZNO;bd
17785;CHROPACZÓWKA 103D;43-600;JAWORZNO;bd
17786;WOJCIECHOWSKIEGO 35/126;02-495;WARSZAWA;bd
17787;SZOSA ZAMBROWSKA 149;18-400;ŁOMŻA;bd
17788;SZOSA ZAMBROWSKA 149;18-400;ŁOMŻA;bd
17789;NAJMOWO 14/3;87-305;NAJMOWO;bd
17790;DOBROWOLSKIEGO 5B/7;80-250;GDAŃSK;bd
17791;ROLNA 17;32-600;OŚWIĘCIM;bd
17792;JODŁOWA 3;84-240;REDA;bd
17793;JAWORÓW 48;24-103;JAWORÓW;bd
17794;JAWORÓW 48;24-103;JAWORÓW;bd
17795;WYZWOLENIA 105/32;41-907;BYTOM;bd
17796;DZIAŁKA 502;24-105;MOTOGA;bd
17797;KAROLA SZYMANOWSKIEGO 25A;44-321;MARKLOWICE;bd
17798;GDAŃSKA 169/101;85-674;BYDGOSZCZ;bd
