Lp;DataPoczatku;DataKonca;SumaUbezpieczenia;Odnowienia;Ulica;KodPocztowy;Miasto;Wojewodztwo;Kraj;ReasekuracjaO;ReasekuracjaF;Szerokosc;Dlugosc;Flaga_1;Flaga_2;Nr_Wojewodztwa
19649;18.05.2021;17.05.2022;1,00E+05;TAK;Stanisława Wyspiańskiego 5;58-370;Boguszów-Gorce;Dolnośląskie;Polska;1,2;NA;50.7542777;16.20493122597713;1;0;1;
19650;02.06.2021;01.06.2022;371400;TAK;Walerego Eliasza Radzikowskiego 77a;31-315;Kraków;Małopolskie;Polska;1,2;NA;50.084654;19.894107;1;1;6;
19651;01.07.2021;30.06.2022;730000;TAK;Niemierze 2e;78-122;Niemierze;Zachodniopomorskie;Polska;1,2;NA;54.0851472;15.530516232490974;3;0;13;
19652;01.07.2021;30.06.2022;150000;TAK;Sztygarska 15;59-100;Polkowice;Dolnośląskie;Polska;1,2;NA;51.50483;16.07245;1;0;1;
19653;01.07.2021;30.06.2022;2,00E+05;TAK;Wrocławska 10;59-220;Legnica;Dolnośląskie;Polska;1,2;NA;51.2095786;16.1696615;1;0;1;
19654;01.07.2021;30.06.2022;3,00E+05;TAK;Karola Marcinkowskiego 2a;59-220;Legnica;Dolnośląskie;Polska;1,2;NA;51.19459245;16.149194744119534;1;0;1;
19655;18.05.2021;17.05.2022;560000;TAK;Władysława Korotyńskiego 14;02-121;Warszawa;Mazowieckie;Polska;1,2;NA;52.20087815;20.978577365344236;1;0;5;
19656;18.05.2021;17.05.2022;110000;TAK;Kolejowa 67;75-108;Koszalin;Zachodniopomorskie;Polska;1,2;NA;54.1829522;16.1715988;1;0;13;
19657;16.06.2021;15.06.2022;620000;TAK;Wólka 35A;27-300;Wólka;Świętokrzyskie;Polska;1,2;NA;51.19869525;21.716878203350696;3;0;16;
19658;08.06.2021;07.06.2022;550000;TAK;Pińska 29;03-523;Warszawa;Mazowieckie;Polska;1,2;NA;52.273333550000004;21.03789590721421;1;0;5;
19659;01.08.2021;31.07.2022;50000;TAK;Marii Zientara-Malewskiej 5D;77-400;Złotów;Zachodniopomorskie;Polska;1,2;NA;53.3574512;17.0454024;1;0;13;
19660;09.06.2021;08.06.2022;320000;TAK;Grunwaldzka 120;85-239;Bydgoszcz;Kujawsko-Pomorskie;Polska;1,2;NA;53.1336389;17.969320901074767;1;0;2;
19661;10.06.2021;09.06.2022;320000;TAK;Pustola 42;01-107;Warszawa;Mazowieckie;Polska;1,2;NA;52.23271075;20.93455557426885;1;0;5;
19662;01.02.2021;31.01.2022;135000;TAK;Łąkowa 9;57-320;Polanica-Zdrój;Dolnośląskie;Polska;1,2;NA;50.4015031;16.51189242962937;1;0;1;
19663;31.01.2021;30.01.2022;140000;TAK;Alejnika 4;88-100;Inowrocław;Kujawsko-Pomorskie;Polska;1,2;NA;52.7744526;18.245299936596613;1;0;2;
19664;31.01.2022;30.01.2023;140000;TAK;Alejnika 4;88-100;Inowrocław;Kujawsko-Pomorskie;Polska;1,2;NA;52.7744526;18.245299936596613;1;0;2;
19665;02.02.2021;01.02.2022;84000;TAK;Saperska 5f;83-110;Tczew;Pomorskie;Polska;1,2;NA;54.0925765;18.7816027;1;0;10;
19666;18.01.2021;17.01.2022;135000;TAK;Olimpijska 5a;44-109;Gliwice;Śląskie;Polska;1,2;NA;50.3483381;18.625824566129033;1;0;15;
19667;18.01.2022;17.01.2023;135000;TAK;Olimpijska 5a;44-109;Gliwice;Śląskie;Polska;1,2;NA;50.3483381;18.625824566129033;1;0;15;
19668;21.01.2021;20.01.2022;540000;TAK;Południowa 4a;41-219;Sosnowiec;Śląskie;Polska;1,2;NA;50.29754525;19.193466377623913;1;0;15;
19669;01.01.2022;31.12.2022;320000;TAK;Kobielska 15;04-359;Warszawa;Mazowieckie;Polska;1,2;NA;52.246856;21.086881424434083;1;0;5;
19670;28.12.2021;27.12.2022;90000;TAK;Jasna 49;70-777;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.3787821;14.6541526;1;0;13;
19671;23.12.2021;22.12.2022;220000;TAK;św. Andrzeja Boboli 90;15-649;Białystok;Podlaskie;Polska;1,2;NA;53.12905670000001;23.087211337701945;1;0;9;
19672;23.12.2021;22.12.2022;2,00E+05;TAK;Witosa 3;15-660;Białystok;Podlaskie;Polska;1,2;NA;53.132033500000006;23.10719797702746;1;0;9;
19673;18.05.2021;17.05.2022;203290;TAK;Zegara Słonecznego 10;26-609;Radom;Świętokrzyskie;Polska;1,2;NA;51.4084662;21.155015622696425;1;0;16;
19674;01.07.2021;30.06.2022;698000;TAK;Jakuba Jasińskiego 4;03-705;Warszawa;Mazowieckie;Polska;1,2;NA;52.25001605;21.029043643594676;1;0;5;
19675;19.05.2021;18.05.2022;350000;TAK;Kazimierza Wierzyńskiego 41;30-198;Kraków;Małopolskie;Polska;1,2;NA;50.08678235;19.84890248138788;1;0;6;
19676;26.05.2021;25.05.2022;190000;TAK;Karola Dickensa 15;02-382;Warszawa;Mazowieckie;Polska;1,2;NA;52.205903899999996;20.969733383041195;1;0;5;
19677;18.05.2021;17.05.2022;510000;TAK;Zapole 7;83-050;Lublewo Gdańskie;Pomorskie;Polska;1,2;NA;54.281321750000004;18.49648225;1;0;10;
19678;18.05.2021;17.05.2022;7,00E+05;TAK;Lińsk 93I;89-530;Lińsk;Kujawsko-Pomorskie;Polska;1,2;NA;53.7053325;18.1097376;3;0;2;
19679;21.05.2021;20.05.2022;280000;TAK;Łąka 484H;36-004;Łąka;Podkarpackie;Polska;1,2;NA;50.0788081;22.08654663383915;3;0;8;
19680;05.06.2021;04.06.2022;310000;TAK;Skautów Opolskich 5;45-286;Opole;Opolskie;Polska;1,2;NA;50.675916799999996;17.95581778889619;1;0;7;
19681;03.02.2021;02.02.2022;740000;TAK;Kąty Grodziskie 111S;03-289;Warszawa;Mazowieckie;Polska;1,2;NA;52.334687599999995;21.049206387799344;1;0;5;
19682;18.05.2021;17.05.2022;150000;TAK;Plac Lotników 4;78-300;Świdwin;Zachodniopomorskie;Polska;1,2;NA;53.78037;15.77332;1;0;13;
19683;18.05.2021;17.05.2022;320000;TAK;Dachów 37;66-627;Dachów;Lubuskie;Polska;1,2;NA;51.91163695;15.092008631206884;3;0;4;
19684;20.05.2021;19.05.2022;220000;TAK;Bolesława Prusa 17;55-010;Zębice;Dolnośląskie;Polska;1,2;NA;51.0044807;17.15452749916189;1;0;1;
19685;09.06.2021;08.06.2022;410000;TAK;Kłodawska 6;89-620;Powałki;Kujawsko-Pomorskie;Polska;1,2;NA;53.7416258;17.62309;1;0;2;
19686;10.06.2021;09.06.2022;362000;TAK;Gen. Ludomiła Rayskiego 9;01-307;Warszawa;Mazowieckie;Polska;1,2;NA;52.228189099999994;20.89053542360665;1;0;5;
19687;27.05.2021;26.05.2022;520000;TAK;Janusza Meissnera 14;03-982;Warszawa;Mazowieckie;Polska;1,2;NA;52.2244218;21.084499361335517;1;0;5;
19688;19.05.2021;18.05.2022;240000;TAK;Paciorkowizna 14;97-545;Paciorkowizna;Łódzkie;Polska;1,2;NA;51.1776933;19.4843737;3;0;14;
19689;01.06.2021;31.05.2022;2,00E+05;TAK;Kazimierza Królewicza 29;71-550;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.4430653;14.5578891;1;0;13;
19690;20.07.2021;19.07.2022;225000;TAK;Beskidzka 31;04-287;Warszawa;Mazowieckie;Polska;1,2;NA;52.243143399999994;21.116516370858214;1;0;5;
19691;21.05.2021;20.05.2022;1040000;TAK;ks. Juliana Chrościckiego 17a;02-404;Warszawa;Mazowieckie;Polska;1,2;NA;52.2066996;20.908746055547578;1;0;5;
19692;22.05.2021;21.05.2022;320000;TAK;Brzezna 224;33-386;Brzezna;Małopolskie;Polska;1,2;NA;49.60441725;20.610593331354323;3;0;6;
19693;26.05.2021;25.05.2022;280000;TAK;Okocimska 2;01-114;Warszawa;Mazowieckie;Polska;1,2;NA;52.238749799999994;20.940585187334634;1;0;5;
19694;09.06.2021;08.06.2022;285000;TAK;Grzegorzków 1;34-350;Cisiec;Małopolskie;Polska;1,2;NA;49.57125875;19.08959454580721;1;0;6;
19695;02.06.2021;01.06.2022;270000;TAK;Komisji Edukacji Narodowej 3B;15-687;Białystok;Podlaskie;Polska;1,2;NA;53.1502399;23.0891788;1;0;9;
19696;23.05.2021;22.05.2022;50000;TAK;Wiliama Szekspira 2;01-913;Warszawa;Mazowieckie;Polska;1,2;NA;52.284037;20.934458;1;1;5;
19697;18.05.2021;17.05.2022;426000;TAK;Spacerowa 2d;59-900;Zgorzelec;Dolnośląskie;Polska;1,2;NA;51.1397562;15.0276309;1;0;1;
19698;04.07.2021;03.07.2022;150000;TAK;Sternicza 18;43-308;Bielsko-Biała;Śląskie;Polska;1,2;NA;49.8088792;19.026104787299772;1;0;15;
19699;18.05.2021;17.05.2022;310000;TAK;Zakącie 75A;37-110;Zakącie;Podkarpackie;Polska;1,2;NA;50.179691;22.329218;3;0;8;
19700;01.06.2021;31.05.2022;1,00E+05;TAK;Osiedle Tysiąclecia 17;63-200;Jarocin;Wielkopolskie;Polska;1,2;NA;51.976256250000006;17.50860703307552;1;0;12;
19701;24.05.2021;23.05.2022;380000;TAK;Celulozowa 21;87-800;Włocławek;Kujawsko-Pomorskie;Polska;1,2;NA;52.651562850000005;19.086786609775356;1;0;2;
19702;19.05.2021;18.05.2022;1,00E+05;TAK;Toruńska 1D;59-220;Legnica;Dolnośląskie;Polska;1,2;NA;51.224051;16.1646177;1;0;1;
19703;19.05.2021;18.05.2022;1,00E+05;TAK;Toruńska 1C;59-220;Legnica;Dolnośląskie;Polska;1,2;NA;51.2241132;16.1643933;1;0;1;
19704;11.06.2021;10.06.2022;150000;TAK;Kadetów 4a;64-920;Piła;Wielkopolskie;Polska;1,2;NA;53.1569844;16.762509;1;0;12;
19705;01.06.2021;31.05.2022;180000;TAK;Kpt. Stanisława Pałaca 39;96-300;Żyrardów;Łódzkie;Polska;1,2;NA;52.0686726;20.440025098701128;1;0;14;
19706;18.05.2021;17.05.2022;370000;TAK;Szarady 3;92-605;Łódź;Łódzkie;Polska;1,2;NA;51.74035965;19.625805429222794;1;0;14;
19707;01.08.2021;31.07.2022;5,00E+05;TAK;Pawłówek 5D;95-081;Pawłówek;Łódzkie;Polska;1,2;NA;51.6099411;19.3624218354122;3;0;14;
19708;18.05.2021;17.05.2022;380000;TAK;Pabla Nerudy 8;01-926;Warszawa;Mazowieckie;Polska;1,2;NA;52.276857199999995;20.929138329948906;1;0;5;
19709;18.05.2021;17.05.2022;493850;TAK;Tadeusza Korsaka 6;03-744;Warszawa;Mazowieckie;Polska;1,2;NA;52.25482495;21.05084337209113;1;0;5;
19710;19.05.2021;18.05.2022;260000;TAK;Ogrodowa 140;16-002;Dobrzyniewo Duże;Podlaskie;Polska;1,2;NA;53.20962465;23.012699078948643;1;0;9;
19711;28.12.2021;27.12.2022;150000;TAK;Orląt Lwowskich 15;45-371;Opole;Opolskie;Polska;1,2;NA;50.6695802;17.937601779798438;1;0;7;
19712;18.05.2021;17.05.2022;430000;TAK;Brzoskwiniowa 20;62-085;Skoki;Wielkopolskie;Polska;1,2;NA;52.670395;17.1714182;1;0;12;
19713;18.05.2021;17.05.2022;210000;TAK;Lubawska 10;81-066;Gdynia;Pomorskie;Polska;1,2;NA;54.538787049999996;18.475725557463136;1;0;10;
19714;18.05.2021;17.05.2022;130000;TAK;Stanisława Staszica 13;37-450;Stalowa Wola;Podkarpackie;Polska;1,2;NA;50.56616215;22.06602066821477;1;0;8;
19715;10.01.2021;09.01.2022;710000;TAK;Wysoka 220;34-105;Wysoka;Małopolskie;Polska;1,2;NA;49.9071015;19.6038415;3;0;6;
19716;10.01.2022;09.01.2023;710000;TAK;Wysoka 220;34-105;Wysoka;Małopolskie;Polska;1,2;NA;49.9071015;19.6038415;3;0;6;
19717;28.01.2021;27.01.2022;420000;TAK;Zielona 30;05-230;Kobyłka;Mazowieckie;Polska;1,2;NA;52.3330084;21.22646770921392;1;0;5;
19718;13.03.2021;12.03.2022;140000;TAK;Juliusza Słowackiego 5;77-400;Złotów;Zachodniopomorskie;Polska;1,2;NA;53.36011455;17.039634633251715;1;0;13;
19719;04.02.2021;03.02.2022;340000;TAK;Ignacego Paderewskiego 12;66-400;Gorzów Wielkopolski;Lubuskie;Polska;1,2;NA;52.7541157;15.2482619;1;0;4;
19720;04.11.2021;03.11.2022;320000;TAK;Bąkowska 13;86-160;Warlubie;Kujawsko-Pomorskie;Polska;1,2;NA;53.585953;18.624900;3;1;2;
19721;27.01.2021;26.01.2022;270000;TAK;Częstochowska 14;44-100;Gliwice;Śląskie;Polska;1,2;NA;50.294688449999995;18.67720139528444;1;0;15;
19722;10.01.2021;09.01.2022;340000;TAK;Kinowa 24;04-017;Warszawa;Mazowieckie;Polska;1,2;NA;52.243208249999995;21.07151112099077;1;0;5;
19723;10.01.2022;09.01.2023;390000;TAK;Kinowa 24;04-017;Warszawa;Mazowieckie;Polska;1,2;NA;52.243208249999995;21.07151112099077;1;0;5;
19724;09.02.2021;08.02.2022;420000;TAK;Graniczna 34;43-331;Dankowice;Śląskie;Polska;1,2;NA;49.93053735;19.077060856474176;1;0;15;
19725;27.05.2021;26.05.2022;820000;TAK;Stryjeńskich 17;02-791;Warszawa;Mazowieckie;Polska;1,2;NA;52.13495155;21.051317800731304;1;0;5;
19726;21.05.2021;20.05.2022;370000;TAK;Magnoliowa 24;64-330;Opalenica;Wielkopolskie;Polska;1,2;NA;52.2999573;16.4154674;1;0;12;
19727;18.05.2021;17.05.2022;450000;TAK;Turniejowa 73D;30-619;Kraków;Małopolskie;Polska;1,2;NA;50.008697;19.9609235;1;0;6;
19728;18.05.2021;17.05.2022;610000;TAK;Myśliwska 24B;80-126;Gdańsk;Pomorskie;Polska;1,2;NA;54.3506213;18.581480289834566;1;0;10;
19729;21.05.2021;20.05.2022;410000;TAK;Hetmańska 7;63-400;Ostrów Wielkopolski;Wielkopolskie;Polska;1,2;NA;51.649499399999996;17.79345387202216;1;0;12;
19730;01.02.2021;31.01.2022;1,00E+06;TAK;Leszczynowa 18;05-540;Zalesie Górne;Mazowieckie;Polska;1,2;NA;52.016029;21.049707923238095;1;0;5;
19731;18.05.2021;17.05.2022;1040000;TAK;Jagodowa 15;32-087;Bibice;Małopolskie;Polska;1,2;NA;50.1359618;19.9620901;1;0;6;
19732;01.01.2022;31.12.2022;4,00E+05;TAK;Al. Waszyngtona Jerzego 53A;04-076;Warszawa;Mazowieckie;Polska;1,2;NA;52.24408635;21.077707064698494;1;0;5;
19733;02.06.2021;01.06.2022;244000;TAK;Osiedle Zachód B14;73-110;Stargard;Zachodniopomorskie;Polska;1,2;NA;53.3385784;15.010331186462173;1;0;13;
19734;21.05.2021;20.05.2022;240000;TAK;Stężycka 62;80-174;Gdańsk;Pomorskie;Polska;1,2;NA;54.334308300000004;18.542399292610064;1;0;10;
19735;04.02.2021;03.02.2022;210000;TAK;Kamienna 85;59-300;Lubin;Dolnośląskie;Polska;1,2;NA;51.4029196;16.1638152;1;0;1;
19736;04.02.2021;03.02.2022;1,00E+05;TAK;Promenada 17;54-025;Wrocław;Dolnośląskie;Polska;1,2;NA;51.1406581;16.8737478;1;0;1;
19737;18.05.2021;17.05.2022;7,00E+05;TAK;Bażancia 11B;02-892;Warszawa;Mazowieckie;Polska;1,2;NA;52.10820265;21.034120451420836;1;0;5;
19738;19.05.2021;18.05.2022;460000;TAK;Platynowa 12;82-200;Nowa Wieś Malborska;Pomorskie;Polska;1,2;NA;54.005299;19.054680;1;1;10;
19739;19.05.2021;18.05.2022;780000;TAK;Robotnicza 5;41-253;Czeladź;Śląskie;Polska;1,2;NA;50.30503985;19.10426956073323;1;0;15;
19740;04.02.2021;03.02.2022;260000;TAK;Inżyniera Jana Śmidowicza 59;81-127;Gdynia;Pomorskie;Polska;1,2;NA;54.542807;18.540199;1;1;10;
19741;24.05.2021;23.05.2022;420000;TAK;Aleksandra Zelwerowicza 25;02-928;Warszawa;Mazowieckie;Polska;1,2;NA;52.1777928;21.061819479726616;1;0;5;
19742;20.07.2021;19.07.2022;5,00E+05;TAK;Kalinowa 6;05-822;Milanówek;Mazowieckie;Polska;1,2;NA;52.122847750000005;20.657430107703842;1;0;5;
19743;19.05.2021;18.05.2022;451000;TAK;Pliszkowa 14;81-198;Suchy Dwór;Pomorskie;Polska;1,2;NA;54.5748757;18.47543030631114;1;0;10;
19744;01.06.2021;31.05.2022;6,00E+05;TAK;Jelczańska 71;55-003;Jeszkowice;Dolnośląskie;Polska;1,2;NA;51.054542049999995;17.211632126085387;1;0;1;
19745;27.05.2021;26.05.2022;1,00E+05;TAK;Modrzewiowa 23;55-093;Kiełczów;Dolnośląskie;Polska;1,2;NA;51.1443683;17.1623624;1;0;1;
19746;05.06.2021;04.06.2022;315000;TAK;Oświecenia 8;31-635;Kraków;Małopolskie;Polska;1,2;NA;50.090865699999995;19.99383231080189;1;0;6;
19747;22.05.2021;21.05.2022;80000;TAK;Rynek 9-10;56-100;Wołów;Dolnośląskie;Polska;1,2;NA;51.3366356;16.6477691;1;0;1;
19748;20.05.2021;19.05.2022;3,00E+05;TAK;Bukowińska 2;02-703;Warszawa;Mazowieckie;Polska;1,2;NA;52.1788219;21.0281761;1;0;5;
19749;19.05.2021;18.05.2022;5,00E+05;TAK;Emilii Sczanieckiej 40;64-310;Lwówek;Wielkopolskie;Polska;1,2;NA;52.44730875;16.183899872369047;1;0;12;
19750;04.01.2021;03.01.2022;440000;TAK;Bażantów 16E;40-668;Katowice;Śląskie;Polska;1,2;NA;50.1985608;18.9827203348036;1;0;15;
19751;04.01.2022;03.01.2023;540000;TAK;Bażantów 16E;40-668;Katowice;Śląskie;Polska;1,2;NA;50.1985608;18.9827203348036;1;0;15;
19752;11.01.2021;10.01.2022;390000;TAK;Kazimierza Jeżewskiego 3;02-796;Warszawa;Mazowieckie;Polska;1,2;NA;52.135604150000006;21.070618014512032;1;0;5;
19753;11.01.2022;10.01.2023;390000;TAK;Kazimierza Jeżewskiego 3;02-796;Warszawa;Mazowieckie;Polska;1,2;NA;52.135604150000006;21.070618014512032;1;0;5;
19754;05.01.2021;04.01.2022;490000;TAK;Komunalna 6;26-604;Radom;Świętokrzyskie;Polska;1,2;NA;51.38501145;21.18107565607899;1;0;16;
19755;05.01.2022;04.01.2023;640000;TAK;Komunalna 6;26-604;Radom;Świętokrzyskie;Polska;1,2;NA;51.38501145;21.18107565607899;1;0;16;
19756;31.01.2021;30.01.2022;1240000;TAK;Ks. Popiełuszki Jerzego 2;01-501;Warszawa;Mazowieckie;Polska;1,2;NA;52.26373955;20.979343905835876;1;0;5;
19757;31.01.2022;30.01.2023;1240000;TAK;Ks. Popiełuszki Jerzego 2;01-501;Warszawa;Mazowieckie;Polska;1,2;NA;52.26373955;20.979343905835876;1;0;5;
19758;23.01.2021;22.01.2022;220000;TAK;Jelenica 75;43-450;Ustroń;Śląskie;Polska;1,2;NA;49.7070739;18.8001056;1;0;15;
19759;01.01.2022;31.12.2022;220000;TAK;Lipowa 7;11-015;Olsztynek;Warmińsko-Mazurskie;Polska;1,2;NA;53.58784205;20.28426579127219;1;0;11;
19760;05.02.2021;04.02.2022;127000;TAK;Os. Parkowe 14;34-300;Żywiec;Małopolskie;Polska;1,2;NA;49.683409850000004;19.205800954220642;1;0;6;
19761;05.02.2021;04.02.2022;302000;TAK;Floriana Piotrowskiego 12;10-692;Olsztyn;Warmińsko-Mazurskie;Polska;1,2;NA;53.73723115;20.49181645;1;0;11;
19762;12.01.2021;11.01.2022;410000;TAK;Janusza Meissnera 11;03-982;Warszawa;Mazowieckie;Polska;1,2;NA;52.2221025;21.08663940359766;1;0;5;
19763;21.05.2021;20.05.2022;375000;TAK;Strużańska 2E;05-119;Legionowo;Mazowieckie;Polska;1,2;NA;52.40217095;20.95141338355107;1;0;5;
19764;04.01.2021;03.01.2022;190000;TAK;Piotrkowska 27;95-070;Aleksandrów Łódzki;Łódzkie;Polska;1,2;NA;51.8220849;19.309994309907935;1;0;14;
19765;21.05.2021;20.05.2022;2,00E+05;TAK;Dzieci Polskich 45;97-200;Tomaszów Mazowiecki;Łódzkie;Polska;1,2;NA;51.5442776;19.99754115;1;0;14;
19766;19.05.2021;18.05.2022;3,00E+05;TAK;Różana 31;88-170;Pakość;Kujawsko-Pomorskie;Polska;1,2;NA;52.7976475;18.08525507432251;1;0;2;
19767;19.05.2021;18.05.2022;3,00E+05;TAK;Augustyna Necla 10;84-200;Wejherowo;Pomorskie;Polska;1,2;NA;54.606891899999994;18.27004351464628;1;0;10;
19768;10.01.2021;09.01.2022;320000;TAK;Stawowa 5a;46-375;Bąki;Opolskie;Polska;1,2;NA;50.69943765;18.484323364310153;1;0;7;
19769;19.05.2021;18.05.2022;2,00E+05;TAK;Sochaczewska 4E;05-840;Brwinów;Mazowieckie;Polska;1,2;NA;52.1419727;20.703293928696734;1;0;5;
19770;23.05.2021;22.05.2022;350000;TAK;Pionierów 9;68-200;Żary;Lubuskie;Polska;1,2;NA;51.6023287;15.19163206826575;1;0;4;
19771;28.05.2021;27.05.2022;5,00E+05;TAK;Księdza Edmunda Makowskiego 2;81-122;Gdynia;Pomorskie;Polska;1,2;NA;54.547727;18.550623;1;1;10;
19772;05.02.2021;04.02.2022;115000;TAK;Kolanowszczyzna 15;87-800;Włocławek;Kujawsko-Pomorskie;Polska;1,2;NA;52.646735250000006;19.076169819179597;1;0;2;
19773;06.02.2021;05.02.2022;325000;TAK;Fredry 14e;30-605;Kraków;Małopolskie;Polska;1,2;NA;50.024437;19.943979;1;0;6;
19774;30.01.2021;29.01.2022;250000;TAK;Żuromińska 3;03-341;Warszawa;Mazowieckie;Polska;1,2;NA;52.287715399999996;21.04209315592255;1;0;5;
19775;19.05.2021;18.05.2022;280000;TAK;Jałowcowa 11;62-303;Bierzglinek;Wielkopolskie;Polska;1,2;NA;52.30541715;17.575897600990928;1;0;12;
19776;15.04.2021;14.04.2022;370000;TAK;Rycerza Blizbora 12;80-177;Gdańsk;Pomorskie;Polska;1,2;NA;54.34014225;18.563653209288194;1;0;10;
19777;19.05.2021;18.05.2022;350000;TAK;Bukowie Dolne 10H;97-403;Bukowie Dolne;Łódzkie;Polska;1,2;NA;51.4276158;19.4041206;3;0;14;
19778;21.05.2021;20.05.2022;635000;TAK;Wólczyńska 69C;01-931;Warszawa;Mazowieckie;Polska;1,2;NA;52.280754099999996;20.92044474969199;1;0;5;
19779;19.05.2021;18.05.2022;1,00E+06;TAK;Wynalazek 2A;02-677;Warszawa;Mazowieckie;Polska;1,2;NA;52.1778717;20.99324050692558;1;0;5;
19780;19.05.2021;18.05.2022;194338;TAK;Wieszczyce 16;89-506;Wieszczyce;Kujawsko-Pomorskie;Polska;1,2;NA;53.5394947;17.7404492;3;0;2;
19781;21.05.2021;20.05.2022;350000;TAK;Wiekowo 8d;62-230;Wiekowo;Wielkopolskie;Polska;1,2;NA;52.4274197;17.8361264;3;0;12;
19782;07.01.2021;06.01.2022;280000;TAK;Literatów 14;05-520;Konstancin-Jeziorna;Mazowieckie;Polska;1,2;NA;52.08795575;21.126383952542376;1;0;5;
19783;15.02.2021;14.02.2022;320000;TAK;Osieczany 405;32-400;Osieczany;Małopolskie;Polska;1,2;NA;49.840665;19.9911065;3;0;6;
19784;15.04.2021;14.04.2022;220000;TAK;Zjednoczenia 290;62-003;Biedrusko;Wielkopolskie;Polska;1,2;NA;52.546911699999995;16.94304790160505;1;0;12;
19785;20.05.2021;19.05.2022;220000;TAK;Nowy Glinnik 14;97-217;Nowy Glinnik;Łódzkie;Polska;1,2;NA;51.57357;20.09701;3;0;14;
19786;22.05.2021;21.05.2022;1020000;TAK;Małujowicka 11;49-300;Brzeg;Opolskie;Polska;1,2;NA;50.86014385;17.43997347286184;1;0;7;
19787;06.02.2021;05.02.2022;768000;TAK;Oświatowa 14;01-366;Warszawa;Mazowieckie;Polska;1,2;NA;52.2321895;20.920079433330056;1;0;5;
19788;20.02.2021;19.02.2022;2,00E+05;TAK;Matejki 70;56-500;Syców;Dolnośląskie;Polska;1,2;NA;51.31224;17.70894;1;0;1;
19789;21.05.2021;20.05.2022;210000;TAK;Piastów 70;31-625;Kraków;Małopolskie;Polska;1,2;NA;50.10573825;20.01429122438451;1;0;6;
19790;06.06.2021;05.06.2022;460000;TAK;Jana Ostroroga 29;01-163;Warszawa;Mazowieckie;Polska;1,2;NA;52.246496699999994;20.965135556035243;1;0;5;
19791;06.02.2021;05.02.2022;480000;TAK;Motycka 23;03-566;Warszawa;Mazowieckie;Polska;1,2;NA;52.27511215;21.04503278565955;1;0;5;
19792;04.06.2021;03.06.2022;260000;TAK;Grabów Szlachecki 98;08-503;Grabów Szlachecki;Mazowieckie;Polska;1,2;NA;51.695790849999995;22.08878964959943;3;0;5;
19793;20.05.2021;19.05.2022;5,00E+05;TAK;Tadeusza Kościuszki 60A;05-270;Marki;Mazowieckie;Polska;1,2;NA;52.32263735;21.08407212358002;1;0;5;
19794;25.05.2021;24.05.2022;260000;TAK;mjr. Hubala 27;26-400;Przysucha;Świętokrzyskie;Polska;1,2;NA;51.3487814;20.623643829559583;1;0;16;
19795;28.02.2021;27.02.2022;720000;TAK;Wylotowa 87L;78-100;Kołobrzeg;Zachodniopomorskie;Polska;1,2;NA;54.17547295;15.551633209645654;1;0;13;
19796;30.01.2021;29.01.2022;180000;TAK;Poręby 2;05-408;Poręby;Mazowieckie;Polska;1,2;NA;50.0418969;20.191971;3;0;5;
19797;16.01.2021;15.01.2022;350000;TAK;Poznańska 67a;62-740;Tuliszków;Wielkopolskie;Polska;1,2;NA;52.0773041;18.28348272764289;1;0;12;
19798;16.01.2022;15.01.2023;350000;TAK;Poznańska 67a;62-740;Tuliszków;Wielkopolskie;Polska;1,2;NA;52.0773041;18.28348272764289;1;0;12;
19799;08.01.2021;07.01.2022;260000;TAK;Zachodnia 5;65-552;Zielona Góra;Lubuskie;Polska;1,2;NA;51.9280195;15.4834903;1;0;4;
19800;08.01.2022;07.01.2023;260000;TAK;Zachodnia 5;65-552;Zielona Góra;Lubuskie;Polska;1,2;NA;51.9280195;15.4834903;1;0;4;
19801;04.01.2021;03.01.2022;170000;TAK;Os.Kościuszki 111;43-173;Łaziska Górne;Śląskie;Polska;1,2;NA;50.1339039;18.870679449999997;1;0;15;
19802;04.01.2022;03.01.2023;170000;TAK;Kościuszki 111;43-173;Łaziska Górne;Śląskie;Polska;1,2;NA;50.1339039;18.870679449999997;1;0;15;
19803;02.02.2021;01.02.2022;443520;TAK;Jana Olbrachta 23a;01-102;Warszawa;Mazowieckie;Polska;1,2;NA;52.233031600000004;20.933089500771374;1;0;5;
19804;03.02.2021;02.02.2022;540000;TAK;Żeromskiego 1;05-075;Warszawa-Wesoła;Mazowieckie;Polska;1,2;NA;52.2436351;21.215483706467687;1;0;5;
19805;03.01.2021;02.01.2022;605970;TAK;Popradzka 17;04-979;Warszawa;Mazowieckie;Polska;1,2;NA;52.15761035;21.204663790268402;1;0;5;
19806;03.01.2022;02.01.2023;605970;TAK;Popradzka 17;04-979;Warszawa;Mazowieckie;Polska;1,2;NA;52.15761035;21.204663790268402;1;0;5;
19807;28.01.2021;27.01.2022;420000;TAK;Naukowa 56;02-463;Warszawa;Mazowieckie;Polska;1,2;NA;52.208461;20.9353126434547;1;0;5;
19808;06.02.2021;05.02.2022;271500;TAK;Armii Krajowej 45;96-100;Skierniewice;Łódzkie;Polska;1,2;NA;51.97990215;20.151345752523746;1;0;14;
19809;02.02.2021;01.02.2022;4,00E+05;TAK;Chmielna 2;44-194;Knurów;Śląskie;Polska;1,2;NA;50.2319231;18.6807502;1;0;15;
